geo_level,geo_name,metric,metric_value,race_or_ethnicity,number_of_employees,number_of_employer_firms
state,Arkansas,Firm Receipt Amount,"$5,000 to $9,999",Black,7,6
state,Nevada,Firm Receipt Amount,"$5,000 to $9,999",Black,4,5
state,Tennessee,Firm Receipt Amount,"$5,000 to $9,999",Black,2,12
state,California,Firm Receipt Amount,"$5,000 to $9,999",Black,0,0
state,Minnesota,Firm Receipt Amount,"$5,000 to $9,999",Black,1,7
state,Delaware,Firm Receipt Amount,"$5,000 to $9,999",Black,0,0
state,North Dakota,Firm Receipt Amount,"$5,000 to $9,999",Black,0,0
national,United States,Firm Receipt Amount,"$5,000 to $9,999",Black,1301,2159
state,Arizona,Firm Receipt Amount,"$5,000 to $9,999",Black,0,2
state,Georgia,Firm Receipt Amount,"$5,000 to $9,999",Black,32,220
state,Missouri,Firm Receipt Amount,"$5,000 to $9,999",Black,0,0
state,Wisconsin,Firm Receipt Amount,"$5,000 to $9,999",Black,2,5
state,Florida,Firm Receipt Amount,"$5,000 to $9,999",Black,95,129
state,Oregon,Firm Receipt Amount,"$5,000 to $9,999",Black,0,0
state,Colorado,Firm Receipt Amount,"$5,000 to $9,999",Black,0,0
state,West Virginia,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Maryland,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Alabama,Firm Receipt Amount,"less than $5,000",Black,10,15
state,Missouri,Firm Receipt Amount,"less than $5,000",Black,97,132
state,Connecticut,Firm Receipt Amount,"less than $5,000",Black,0,4
state,New York,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Michigan,Firm Receipt Amount,"less than $5,000",Black,0,0
state,North Carolina,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Oregon,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Arkansas,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Nebraska,Firm Receipt Amount,"less than $5,000",Black,0,0
state,California,Firm Receipt Amount,"less than $5,000",Black,0,0
state,District of Columbia,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Arizona,Firm Receipt Amount,"less than $5,000",Black,10,8
state,Rhode Island,Firm Receipt Amount,"less than $5,000",Black,0,4
state,Virginia,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Georgia,Firm Receipt Amount,"less than $5,000",Black,106,108
state,Washington,Firm Receipt Amount,"less than $5,000",Black,2,4
state,Ohio,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Mississippi,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Louisiana,Firm Receipt Amount,"less than $5,000",Black,16,22
national,United States,Firm Receipt Amount,"less than $5,000",Black,1738,1717
state,Florida,Firm Receipt Amount,"less than $5,000",Black,0,0
state,South Carolina,Firm Receipt Amount,"less than $5,000",Black,14,22
state,Oklahoma,Firm Receipt Amount,"less than $5,000",Black,2,2
state,Pennsylvania,Firm Receipt Amount,"less than $5,000",Black,10,130
state,Colorado,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Nevada,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Illinois,Firm Receipt Amount,"less than $5,000",Black,7,15
state,Indiana,Firm Receipt Amount,"less than $5,000",Black,2,24
state,Wisconsin,Firm Receipt Amount,"less than $5,000",Black,4,10
state,New Hampshire,Firm Receipt Amount,"less than $5,000",Black,0,0
state,New Jersey,Firm Receipt Amount,"less than $5,000",Black,1,16
state,Minnesota,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Kentucky,Firm Receipt Amount,"less than $5,000",Black,2,8
state,Texas,Firm Receipt Amount,"less than $5,000",Black,546,160
state,Delaware,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Tennessee,Firm Receipt Amount,"less than $5,000",Black,4,11
state,Massachusetts,Firm Receipt Amount,"less than $5,000",Black,0,0
state,Colorado,Firm Receipt Amount,"$1,000,000 or more",Black,14738,300
state,Connecticut,Firm Receipt Amount,"$1,000,000 or more",Black,5549,325
state,Michigan,Firm Receipt Amount,"$1,000,000 or more",Black,61852,746
state,Ohio,Firm Receipt Amount,"$1,000,000 or more",Black,29228,704
state,Oregon,Firm Receipt Amount,"$1,000,000 or more",Black,7199,116
state,Utah,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,Missouri,Firm Receipt Amount,"$1,000,000 or more",Black,17201,364
state,New Hampshire,Firm Receipt Amount,"$1,000,000 or more",Black,1406,38
state,Virginia,Firm Receipt Amount,"$1,000,000 or more",Black,49102,1388
state,Mississippi,Firm Receipt Amount,"$1,000,000 or more",Black,16403,351
state,Alabama,Firm Receipt Amount,"$1,000,000 or more",Black,9396,455
state,Arizona,Firm Receipt Amount,"$1,000,000 or more",Black,14750,357
state,West Virginia,Firm Receipt Amount,"$1,000,000 or more",Black,1534,27
state,Idaho,Firm Receipt Amount,"$1,000,000 or more",Black,411,17
state,Rhode Island,Firm Receipt Amount,"$1,000,000 or more",Black,1793,53
state,Illinois,Firm Receipt Amount,"$1,000,000 or more",Black,32145,1081
state,Hawaii,Firm Receipt Amount,"$1,000,000 or more",Black,450,13
state,Vermont,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,Maine,Firm Receipt Amount,"$1,000,000 or more",Black,3279,77
state,Minnesota,Firm Receipt Amount,"$1,000,000 or more",Black,25709,664
state,Montana,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,South Carolina,Firm Receipt Amount,"$1,000,000 or more",Black,16409,503
state,North Carolina,Firm Receipt Amount,"$1,000,000 or more",Black,31598,1301
state,Florida,Firm Receipt Amount,"$1,000,000 or more",Black,67250,2526
state,New York,Firm Receipt Amount,"$1,000,000 or more",Black,34112,2166
state,Kansas,Firm Receipt Amount,"$1,000,000 or more",Black,3241,105
state,Massachusetts,Firm Receipt Amount,"$1,000,000 or more",Black,19363,427
state,Georgia,Firm Receipt Amount,"$1,000,000 or more",Black,64846,2325
state,Iowa,Firm Receipt Amount,"$1,000,000 or more",Black,236,14
state,Wyoming,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,South Dakota,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,California,Firm Receipt Amount,"$1,000,000 or more",Black,85237,3348
state,Indiana,Firm Receipt Amount,"$1,000,000 or more",Black,23576,558
state,Texas,Firm Receipt Amount,"$1,000,000 or more",Black,86095,2361
state,Nevada,Firm Receipt Amount,"$1,000,000 or more",Black,9201,194
state,Nebraska,Firm Receipt Amount,"$1,000,000 or more",Black,1127,30
state,Kentucky,Firm Receipt Amount,"$1,000,000 or more",Black,6607,119
state,Louisiana,Firm Receipt Amount,"$1,000,000 or more",Black,23595,680
state,North Dakota,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,New Jersey,Firm Receipt Amount,"$1,000,000 or more",Black,21493,874
state,Pennsylvania,Firm Receipt Amount,"$1,000,000 or more",Black,34539,702
state,Alaska,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,Maryland,Firm Receipt Amount,"$1,000,000 or more",Black,58463,1713
state,Arkansas,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
national,United States,Firm Receipt Amount,"$1,000,000 or more",Black,946852,28550
state,Oklahoma,Firm Receipt Amount,"$1,000,000 or more",Black,5573,139
state,Tennessee,Firm Receipt Amount,"$1,000,000 or more",Black,18027,396
state,District of Columbia,Firm Receipt Amount,"$1,000,000 or more",Black,16373,607
state,Delaware,Firm Receipt Amount,"$1,000,000 or more",Black,0,0
state,Wisconsin,Firm Receipt Amount,"$1,000,000 or more",Black,6916,170
state,Washington,Firm Receipt Amount,"$1,000,000 or more",Black,10869,449
state,New Mexico,Firm Receipt Amount,"$1,000,000 or more",Black,3382,110
state,Arizona,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Tennessee,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Michigan,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Wyoming,Firm Receipt Amount,"$10,000 to $24,999",Black,0,6
state,Oklahoma,Firm Receipt Amount,"$10,000 to $24,999",Black,9,16
state,Florida,Firm Receipt Amount,"$10,000 to $24,999",Black,294,510
state,Hawaii,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Louisiana,Firm Receipt Amount,"$10,000 to $24,999",Black,159,153
state,Georgia,Firm Receipt Amount,"$10,000 to $24,999",Black,446,596
state,Maine,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,District of Columbia,Firm Receipt Amount,"$10,000 to $24,999",Black,18,28
state,California,Firm Receipt Amount,"$10,000 to $24,999",Black,225,320
state,Wisconsin,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Massachusetts,Firm Receipt Amount,"$10,000 to $24,999",Black,11,79
state,Delaware,Firm Receipt Amount,"$10,000 to $24,999",Black,4,15
state,Idaho,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Pennsylvania,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,North Carolina,Firm Receipt Amount,"$10,000 to $24,999",Black,56,110
national,United States,Firm Receipt Amount,"$10,000 to $24,999",Black,4823,5241
state,Colorado,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Illinois,Firm Receipt Amount,"$10,000 to $24,999",Black,165,278
state,Texas,Firm Receipt Amount,"$10,000 to $24,999",Black,868,345
state,Washington,Firm Receipt Amount,"$10,000 to $24,999",Black,8,18
state,New Hampshire,Firm Receipt Amount,"$10,000 to $24,999",Black,2,3
state,Ohio,Firm Receipt Amount,"$10,000 to $24,999",Black,49,106
state,Mississippi,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Minnesota,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Utah,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Missouri,Firm Receipt Amount,"$10,000 to $24,999",Black,630,631
state,Kansas,Firm Receipt Amount,"$10,000 to $24,999",Black,8,5
state,New Mexico,Firm Receipt Amount,"$10,000 to $24,999",Black,2,5
state,Indiana,Firm Receipt Amount,"$10,000 to $24,999",Black,10,20
state,Rhode Island,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Virginia,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Arkansas,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Oregon,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Iowa,Firm Receipt Amount,"$10,000 to $24,999",Black,3,2
state,Nevada,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Nebraska,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Connecticut,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,Kentucky,Firm Receipt Amount,"$10,000 to $24,999",Black,0,7
state,Alabama,Firm Receipt Amount,"$10,000 to $24,999",Black,0,0
state,New Jersey,Firm Receipt Amount,"$10,000 to $24,999",Black,40,67
state,Maryland,Firm Receipt Amount,"$10,000 to $24,999",Black,49,167
state,South Carolina,Firm Receipt Amount,"$10,000 to $24,999",Black,84,149
state,New York,Firm Receipt Amount,"$10,000 to $24,999",Black,609,392
state,Pennsylvania,Firm Receipt Amount,"$25,000 to $49,999",Black,143,186
state,Rhode Island,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Louisiana,Firm Receipt Amount,"$25,000 to $49,999",Black,245,256
state,Georgia,Firm Receipt Amount,"$25,000 to $49,999",Black,519,807
state,Idaho,Firm Receipt Amount,"$25,000 to $49,999",Black,0,8
state,Missouri,Firm Receipt Amount,"$25,000 to $49,999",Black,1565,1406
state,Kansas,Firm Receipt Amount,"$25,000 to $49,999",Black,0,6
state,Ohio,Firm Receipt Amount,"$25,000 to $49,999",Black,330,165
state,Oklahoma,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Oregon,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,District of Columbia,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Nebraska,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,New York,Firm Receipt Amount,"$25,000 to $49,999",Black,755,755
state,New Jersey,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
national,United States,Firm Receipt Amount,"$25,000 to $49,999",Black,9591,9667
state,Arizona,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,North Carolina,Firm Receipt Amount,"$25,000 to $49,999",Black,711,556
state,Minnesota,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Alabama,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,New Hampshire,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Mississippi,Firm Receipt Amount,"$25,000 to $49,999",Black,170,176
state,Delaware,Firm Receipt Amount,"$25,000 to $49,999",Black,172,203
state,Maryland,Firm Receipt Amount,"$25,000 to $49,999",Black,645,570
state,Washington,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Nevada,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,West Virginia,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Virginia,Firm Receipt Amount,"$25,000 to $49,999",Black,241,326
state,Arkansas,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Alaska,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Wisconsin,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Tennessee,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Michigan,Firm Receipt Amount,"$25,000 to $49,999",Black,329,230
state,Indiana,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,California,Firm Receipt Amount,"$25,000 to $49,999",Black,331,520
state,Florida,Firm Receipt Amount,"$25,000 to $49,999",Black,983,968
state,Montana,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Iowa,Firm Receipt Amount,"$25,000 to $49,999",Black,2,6
state,Texas,Firm Receipt Amount,"$25,000 to $49,999",Black,569,510
state,North Dakota,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,New Mexico,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Vermont,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Maine,Firm Receipt Amount,"$25,000 to $49,999",Black,0,4
state,Connecticut,Firm Receipt Amount,"$25,000 to $49,999",Black,14,20
state,Kentucky,Firm Receipt Amount,"$25,000 to $49,999",Black,2,10
state,South Dakota,Firm Receipt Amount,"$25,000 to $49,999",Black,3,4
state,Colorado,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,South Carolina,Firm Receipt Amount,"$25,000 to $49,999",Black,287,163
state,Hawaii,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Illinois,Firm Receipt Amount,"$25,000 to $49,999",Black,325,368
state,Utah,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Massachusetts,Firm Receipt Amount,"$25,000 to $49,999",Black,0,0
state,Colorado,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,North Carolina,Firm Receipt Amount,"$50,000 to $99,999",Black,1089,749
state,Montana,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Maryland,Firm Receipt Amount,"$50,000 to $99,999",Black,925,746
state,Rhode Island,Firm Receipt Amount,"$50,000 to $99,999",Black,18,14
state,California,Firm Receipt Amount,"$50,000 to $99,999",Black,1592,1127
state,North Dakota,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Illinois,Firm Receipt Amount,"$50,000 to $99,999",Black,746,542
state,Alabama,Firm Receipt Amount,"$50,000 to $99,999",Black,328,195
state,Missouri,Firm Receipt Amount,"$50,000 to $99,999",Black,796,263
state,Wyoming,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,South Carolina,Firm Receipt Amount,"$50,000 to $99,999",Black,491,447
state,Utah,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Louisiana,Firm Receipt Amount,"$50,000 to $99,999",Black,305,341
state,Arkansas,Firm Receipt Amount,"$50,000 to $99,999",Black,315,198
state,New York,Firm Receipt Amount,"$50,000 to $99,999",Black,1016,1138
state,Connecticut,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Wisconsin,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Ohio,Firm Receipt Amount,"$50,000 to $99,999",Black,555,400
state,Washington,Firm Receipt Amount,"$50,000 to $99,999",Black,159,180
state,Tennessee,Firm Receipt Amount,"$50,000 to $99,999",Black,331,230
state,South Dakota,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Oklahoma,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Oregon,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Texas,Firm Receipt Amount,"$50,000 to $99,999",Black,2220,1128
state,Kentucky,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Indiana,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Florida,Firm Receipt Amount,"$50,000 to $99,999",Black,2273,2277
state,Pennsylvania,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Minnesota,Firm Receipt Amount,"$50,000 to $99,999",Black,173,152
state,Hawaii,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Vermont,Firm Receipt Amount,"$50,000 to $99,999",Black,0,4
national,United States,Firm Receipt Amount,"$50,000 to $99,999",Black,21880,15393
state,Idaho,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,District of Columbia,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Nebraska,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,West Virginia,Firm Receipt Amount,"$50,000 to $99,999",Black,3,11
state,New Hampshire,Firm Receipt Amount,"$50,000 to $99,999",Black,2,9
state,Maine,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Nevada,Firm Receipt Amount,"$50,000 to $99,999",Black,88,95
state,Virginia,Firm Receipt Amount,"$50,000 to $99,999",Black,765,613
state,New Jersey,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,New Mexico,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Mississippi,Firm Receipt Amount,"$50,000 to $99,999",Black,901,206
state,Georgia,Firm Receipt Amount,"$50,000 to $99,999",Black,1572,1580
state,Kansas,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Iowa,Firm Receipt Amount,"$50,000 to $99,999",Black,11,6
state,Alaska,Firm Receipt Amount,"$50,000 to $99,999",Black,0,0
state,Arizona,Firm Receipt Amount,"$50,000 to $99,999",Black,153,101
state,Delaware,Firm Receipt Amount,"$50,000 to $99,999",Black,206,155
state,Massachusetts,Firm Receipt Amount,"$50,000 to $99,999",Black,395,247
state,Michigan,Firm Receipt Amount,"$50,000 to $99,999",Black,525,286
state,Ohio,Firm Receipt Amount,"$100,000 to $249,999",Black,1499,660
state,Idaho,Firm Receipt Amount,"$100,000 to $249,999",Black,7,6
state,West Virginia,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Hawaii,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Arkansas,Firm Receipt Amount,"$100,000 to $249,999",Black,717,227
state,California,Firm Receipt Amount,"$100,000 to $249,999",Black,3505,2994
state,Michigan,Firm Receipt Amount,"$100,000 to $249,999",Black,3019,892
state,Alaska,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Indiana,Firm Receipt Amount,"$100,000 to $249,999",Black,2654,463
state,South Dakota,Firm Receipt Amount,"$100,000 to $249,999",Black,3,13
national,United States,Firm Receipt Amount,"$100,000 to $249,999",Black,69480,32906
state,Oklahoma,Firm Receipt Amount,"$100,000 to $249,999",Black,648,304
state,Nevada,Firm Receipt Amount,"$100,000 to $249,999",Black,391,187
state,Texas,Firm Receipt Amount,"$100,000 to $249,999",Black,6763,2385
state,Kansas,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Massachusetts,Firm Receipt Amount,"$100,000 to $249,999",Black,970,402
state,Rhode Island,Firm Receipt Amount,"$100,000 to $249,999",Black,83,79
state,Georgia,Firm Receipt Amount,"$100,000 to $249,999",Black,5092,3043
state,North Carolina,Firm Receipt Amount,"$100,000 to $249,999",Black,4604,1789
state,South Carolina,Firm Receipt Amount,"$100,000 to $249,999",Black,1018,587
state,Kentucky,Firm Receipt Amount,"$100,000 to $249,999",Black,334,176
state,Missouri,Firm Receipt Amount,"$100,000 to $249,999",Black,1269,485
state,Wyoming,Firm Receipt Amount,"$100,000 to $249,999",Black,20,15
state,New Mexico,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Arizona,Firm Receipt Amount,"$100,000 to $249,999",Black,534,383
state,Illinois,Firm Receipt Amount,"$100,000 to $249,999",Black,2124,1274
state,Minnesota,Firm Receipt Amount,"$100,000 to $249,999",Black,1253,407
state,Virginia,Firm Receipt Amount,"$100,000 to $249,999",Black,3556,1431
state,Oregon,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Delaware,Firm Receipt Amount,"$100,000 to $249,999",Black,217,155
state,Louisiana,Firm Receipt Amount,"$100,000 to $249,999",Black,1587,570
state,New Jersey,Firm Receipt Amount,"$100,000 to $249,999",Black,2157,1050
state,Tennessee,Firm Receipt Amount,"$100,000 to $249,999",Black,1702,606
state,Maine,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,North Dakota,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Nebraska,Firm Receipt Amount,"$100,000 to $249,999",Black,50,39
state,Alabama,Firm Receipt Amount,"$100,000 to $249,999",Black,996,528
state,Wisconsin,Firm Receipt Amount,"$100,000 to $249,999",Black,1233,333
state,Connecticut,Firm Receipt Amount,"$100,000 to $249,999",Black,750,285
state,Utah,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Montana,Firm Receipt Amount,"$100,000 to $249,999",Black,4,8
state,Colorado,Firm Receipt Amount,"$100,000 to $249,999",Black,296,245
state,Mississippi,Firm Receipt Amount,"$100,000 to $249,999",Black,1494,409
state,Iowa,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,District of Columbia,Firm Receipt Amount,"$100,000 to $249,999",Black,478,311
state,Florida,Firm Receipt Amount,"$100,000 to $249,999",Black,6117,3884
state,Washington,Firm Receipt Amount,"$100,000 to $249,999",Black,1740,622
state,Vermont,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,New York,Firm Receipt Amount,"$100,000 to $249,999",Black,4266,2299
state,New Hampshire,Firm Receipt Amount,"$100,000 to $249,999",Black,0,0
state,Maryland,Firm Receipt Amount,"$100,000 to $249,999",Black,2656,1566
state,Pennsylvania,Firm Receipt Amount,"$100,000 to $249,999",Black,2501,1084
state,Connecticut,Firm Receipt Amount,"$250,000 to $499,999",Black,1561,388
state,North Dakota,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,West Virginia,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,District of Columbia,Firm Receipt Amount,"$250,000 to $499,999",Black,1151,435
state,Ohio,Firm Receipt Amount,"$250,000 to $499,999",Black,3976,853
state,North Carolina,Firm Receipt Amount,"$250,000 to $499,999",Black,7322,1471
state,Kentucky,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Missouri,Firm Receipt Amount,"$250,000 to $499,999",Black,2523,448
state,Virginia,Firm Receipt Amount,"$250,000 to $499,999",Black,3260,904
state,Louisiana,Firm Receipt Amount,"$250,000 to $499,999",Black,3238,706
state,Michigan,Firm Receipt Amount,"$250,000 to $499,999",Black,3128,496
state,Indiana,Firm Receipt Amount,"$250,000 to $499,999",Black,1213,341
state,South Dakota,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Mississippi,Firm Receipt Amount,"$250,000 to $499,999",Black,1505,369
state,Alaska,Firm Receipt Amount,"$250,000 to $499,999",Black,123,45
state,Oregon,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Arizona,Firm Receipt Amount,"$250,000 to $499,999",Black,445,255
state,Nevada,Firm Receipt Amount,"$250,000 to $499,999",Black,786,291
state,Idaho,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Florida,Firm Receipt Amount,"$250,000 to $499,999",Black,12539,3537
state,New Mexico,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Nebraska,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,New Jersey,Firm Receipt Amount,"$250,000 to $499,999",Black,1667,532
national,United States,Firm Receipt Amount,"$250,000 to $499,999",Black,116157,30407
state,Maine,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Pennsylvania,Firm Receipt Amount,"$250,000 to $499,999",Black,2369,664
state,Utah,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Delaware,Firm Receipt Amount,"$250,000 to $499,999",Black,188,56
state,Hawaii,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Georgia,Firm Receipt Amount,"$250,000 to $499,999",Black,12337,2910
state,Maryland,Firm Receipt Amount,"$250,000 to $499,999",Black,5233,1518
state,Alabama,Firm Receipt Amount,"$250,000 to $499,999",Black,3281,616
state,Illinois,Firm Receipt Amount,"$250,000 to $499,999",Black,5654,1172
state,Oklahoma,Firm Receipt Amount,"$250,000 to $499,999",Black,504,161
state,Washington,Firm Receipt Amount,"$250,000 to $499,999",Black,1264,459
state,Arkansas,Firm Receipt Amount,"$250,000 to $499,999",Black,804,184
state,Iowa,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Montana,Firm Receipt Amount,"$250,000 to $499,999",Black,7,4
state,Wisconsin,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Vermont,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Wyoming,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Colorado,Firm Receipt Amount,"$250,000 to $499,999",Black,284,164
state,California,Firm Receipt Amount,"$250,000 to $499,999",Black,8003,3060
state,Texas,Firm Receipt Amount,"$250,000 to $499,999",Black,12043,2889
state,Massachusetts,Firm Receipt Amount,"$250,000 to $499,999",Black,1323,378
state,New Hampshire,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Tennessee,Firm Receipt Amount,"$250,000 to $499,999",Black,2593,545
state,New York,Firm Receipt Amount,"$250,000 to $499,999",Black,5903,2076
state,Rhode Island,Firm Receipt Amount,"$250,000 to $499,999",Black,39,14
state,Minnesota,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,Kansas,Firm Receipt Amount,"$250,000 to $499,999",Black,0,0
state,South Carolina,Firm Receipt Amount,"$250,000 to $499,999",Black,2753,940
state,Wyoming,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,South Dakota,Firm Receipt Amount,"$500,000 to $999,999",Black,2,4
state,North Dakota,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Iowa,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Nevada,Firm Receipt Amount,"$500,000 to $999,999",Black,1778,233
state,Maine,Firm Receipt Amount,"$500,000 to $999,999",Black,38,5
state,Colorado,Firm Receipt Amount,"$500,000 to $999,999",Black,2669,415
state,Utah,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Florida,Firm Receipt Amount,"$500,000 to $999,999",Black,12822,2121
state,Georgia,Firm Receipt Amount,"$500,000 to $999,999",Black,16177,2423
state,New Hampshire,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Texas,Firm Receipt Amount,"$500,000 to $999,999",Black,16350,1986
state,South Carolina,Firm Receipt Amount,"$500,000 to $999,999",Black,3845,446
state,Wisconsin,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
state,Kentucky,Firm Receipt Amount,"$500,000 to $999,999",Black,853,138
state,Vermont,Firm Receipt Amount,"$500,000 to $999,999",Black,0,0
